GO_ID,n_genes,n_edges,density,n_components,largest_component,avg_degree,clustering,is_clique
GO_0042918_P_alkanesulfonate_transmembrane_transport,5,10,1.0,1,5,4.0,1.0,True
GO_0019628_P_urate_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006355_P_regulation_of_DNA-templated_transcription,117,276,0.040671971706454466,8,68,4.717948717948718,0.35066229172509356,False
GO_0000172_C_ribonuclease_MRP_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0006122_P_mitochondrial_electron_transport_ubiquinol_to_cytochrome_c,6,15,1.0,1,6,5.0,1.0,True
GO_1903778_P_protein_localization_to_vacuolar_membrane,2,1,1.0,1,2,1.0,0.0,True
GO_0006625_P_protein_targeting_to_peroxisome,4,6,1.0,1,4,3.0,1.0,True
GO_0015038_F_glutathione_disulfide_oxidoreductase_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0044180_P_filamentous_growth_of_a_unicellular_organism,33,78,0.14772727272727273,3,17,4.7272727272727275,0.580143425597971,False
GO_0030700_C_glycine_reductase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0070095_F_fructose-6-phosphate_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0010971_P_positive_regulation_of_G2_M_transition_of_mitotic_cell_cycle,6,6,0.4,1,6,2.0,0.3611111111111111,False
GO_0042939_P_tripeptide_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0097316_P_cellular_response_to_N-acetyl-D-glucosamine,7,8,0.38095238095238093,1,7,2.2857142857142856,0.2857142857142857,False
GO_0005938_C_cell_cortex,15,22,0.20952380952380953,3,10,2.933333333333333,0.5574603174603173,False
GO_0090033_P_positive_regulation_of_filamentous_growth,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0006427_P_histidyl-tRNA_aminoacylation,2,1,1.0,1,2,1.0,0.0,True
GO_0045842_P_positive_regulation_of_mitotic_metaphase_anaphase_transition,2,1,1.0,1,2,1.0,0.0,True
GO_0004072_F_aspartate_kinase_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0016035_C_zeta_DNA_polymerase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0031428_C_box_C_D_methylation_guide_snoRNP_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0005664_C_nuclear_origin_of_replication_recognition_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0007062_P_sister_chromatid_cohesion,5,4,0.4,2,3,1.6,0.6,False
GO_0044010_P_single-species_biofilm_formation,19,20,0.11695906432748537,5,11,2.1052631578947367,0.3263157894736842,False
GO_0070847_C_core_mediator_complex,6,15,1.0,1,6,5.0,1.0,True
GO_0000307_C_cyclin-dependent_protein_kinase_holoenzyme_complex,11,23,0.41818181818181815,1,11,4.181818181818182,0.6277777777777778,False
GO_0016272_C_prefoldin_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0005940_C_septin_ring,11,39,0.7090909090909091,1,11,7.090909090909091,0.8747474747474748,False
GO_0043408_P_regulation_of_MAPK_cascade,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0031681_F_G-protein_beta-subunit_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0140359_F_ABC-type_transporter_activity,20,19,0.1,5,10,1.9,0.19380952380952382,False
GO_0008597_F_calcium-dependent_protein_serine_threonine_phosphatase_regulator_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009437_P_carnitine_metabolic_process,11,21,0.38181818181818183,2,8,3.8181818181818183,0.9567099567099567,False
GO_0097351_F_toxin_sequestering_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0033794_F_sarcosine_reductase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_2000786_P_positive_regulation_of_autophagosome_assembly,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0005788_C_endoplasmic_reticulum_lumen,5,10,1.0,1,5,4.0,1.0,True
GO_0008658_F_penicillin_binding,17,62,0.45588235294117646,1,17,7.294117647058823,0.8101274542451016,False
GO_0004340_F_glucokinase_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0000749_P_response_to_pheromone_triggering_conjugation_with_cellular_fusion,4,3,0.5,1,4,1.5,0.0,False
GO_0071280_P_cellular_response_to_copper_ion,11,18,0.32727272727272727,1,11,3.272727272727273,0.5744588744588744,False
GO_0031638_P_zymogen_activation,2,1,1.0,1,2,1.0,0.0,True
GO_0016746_F_acyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030015_C_CCR4-NOT_core_complex,6,15,1.0,1,6,5.0,1.0,True
GO_0071479_P_cellular_response_to_ionizing_radiation,2,1,1.0,1,2,1.0,0.0,True
GO_0000772_F_mating_pheromone_activity,2,1,1.0,1,2,1.0,0.0,True
GO_1990451_P_cellular_stress_response_to_acidic_pH,2,1,1.0,1,2,1.0,0.0,True
GO_0000464_P_endonucleolytic_cleavage_in_ITS1_upstream_of_5.8S_rRNA_from_tricistronic_rRNA_transcript_SSU-rRNA_5.8S_rRNA_LSU-rRNA_,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0019290_P_siderophore_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0015821_P_methionine_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0015930_F_glutamate_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0017150_F_tRNA_dihydrouridine_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006388_P_tRNA_splicing_via_endonucleolytic_cleavage_and_ligation,2,1,1.0,1,2,1.0,0.0,True
GO_0001676_P_long-chain_fatty_acid_metabolic_process,6,14,0.9333333333333333,1,6,4.666666666666667,0.9333333333333332,False
GO_2001059_P_D-tagatose_6-phosphate_catabolic_process,4,6,1.0,1,4,3.0,1.0,True
GO_0033215_P_reductive_iron_assimilation,4,6,1.0,1,4,3.0,1.0,True
GO_0006260_P_DNA_replication,38,104,0.14793741109530584,2,30,5.473684210526316,0.5612688824763128,False
GO_0031391_C_Elg1_RFC-like_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0036498_P_IRE1-mediated_unfolded_protein_response,2,1,1.0,1,2,1.0,0.0,True
GO_0004049_F_anthranilate_synthase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0097720_P_calcineurin-mediated_signaling,2,1,1.0,1,2,1.0,0.0,True
GO_1900445_P_positive_regulation_of_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_biotic_stimulus,47,177,0.1637372802960222,2,42,7.531914893617022,0.4329938904094098,False
GO_0032541_C_cortical_endoplasmic_reticulum,8,7,0.25,1,8,1.75,0.0,False
GO_0019843_F_rRNA_binding,59,642,0.37521917007597894,4,45,21.76271186440678,0.7487226725462457,False
GO_0000338_P_protein_deneddylation,3,3,1.0,1,3,2.0,1.0,True
GO_0006048_P_UDP-N-acetylglucosamine_biosynthetic_process,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0042776_P_proton_motive_force-driven_mitochondrial_ATP_synthesis,2,1,1.0,1,2,1.0,0.0,True
GO_0005956_C_protein_kinase_CK2_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0018444_C_translation_release_factor_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0000463_P_maturation_of_LSU-rRNA_from_tricistronic_rRNA_transcript_SSU-rRNA_5.8S_rRNA_LSU-rRNA_,12,47,0.7121212121212122,1,12,7.833333333333333,0.823941798941799,False
GO_0044406_P_adhesion_of_symbiont_to_host,29,86,0.21182266009852216,1,29,5.931034482758621,0.5706346054216237,False
GO_0007163_P_establishment_or_maintenance_of_cell_polarity,16,34,0.2833333333333333,1,16,4.25,0.6199404761904762,False
GO_1901255_P_nucleotide-excision_repair_involved_in_interstrand_cross-link_repair,2,1,1.0,1,2,1.0,0.0,True
GO_0030060_F_L-malate_dehydrogenase_NAD_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0030632_P_D-alanine_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0019287_P_isopentenyl_diphosphate_biosynthetic_process_mevalonate_pathway,5,4,0.4,2,3,1.6,0.6,False
GO_0022857_F_transmembrane_transporter_activity,104,251,0.04686333084391337,9,79,4.826923076923077,0.44015011195441056,False
GO_0000140_F_acylglycerone-phosphate_reductase_NADP_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0055085_P_transmembrane_transport,75,206,0.07423423423423424,7,36,5.493333333333333,0.5141385237855827,False
GO_0005666_C_RNA_polymerase_III_complex,8,28,1.0,1,8,7.0,1.0,True
GO_0005506_F_iron_ion_binding,53,111,0.08055152394775036,7,30,4.188679245283019,0.41519780010346036,False
GO_0004535_F_poly_A_-specific_ribonuclease_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0046677_P_response_to_antibiotic,38,123,0.17496443812233287,5,26,6.473684210526316,0.45345611990348833,False
GO_0017053_C_transcription_repressor_complex,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0030234_F_enzyme_regulator_activity,5,4,0.4,2,3,1.6,0.6,False
GO_0045333_P_cellular_respiration,7,5,0.23809523809523808,3,3,1.4285714285714286,0.42857142857142855,False
GO_0000902_P_cell_morphogenesis,13,15,0.19230769230769232,2,9,2.3076923076923075,0.22564102564102562,False
GO_0030448_P_hyphal_growth,63,181,0.09267793138760881,4,57,5.746031746031746,0.43561883442835836,False
GO_0015213_F_uridine_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005946_C_alpha_alpha-trehalose-phosphate_synthase_complex_UDP-forming_,3,3,1.0,1,3,2.0,1.0,True
GO_0033608_F_formyl-CoA_transferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0031965_C_nuclear_membrane,7,14,0.6666666666666666,1,7,4.0,0.8476190476190476,False
GO_0016987_F_sigma_factor_activity,19,41,0.23976608187134502,1,19,4.315789473684211,0.5997493734335839,False
GO_0005741_C_mitochondrial_outer_membrane,10,14,0.3111111111111111,2,7,2.8,0.6799999999999999,False
GO_0032545_C_CURI_complex,5,10,1.0,1,5,4.0,1.0,True
GO_0045273_C_respiratory_chain_complex_II_succinate_dehydrogenase_,4,6,1.0,1,4,3.0,1.0,True
GO_0004725_F_protein_tyrosine_phosphatase_activity,14,13,0.14285714285714285,4,6,1.8571428571428572,0.5476190476190476,False
GO_0042286_F_glutamate-1-semialdehyde_2_1-aminomutase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_1990518_F_single-stranded_3_-5_DNA_helicase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0004515_F_nicotinate-nucleotide_adenylyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008408_F_3_-5_exonuclease_activity,13,40,0.5128205128205128,1,13,6.153846153846154,0.7434065934065934,False
GO_0009055_F_electron_transfer_activity,45,127,0.12828282828282828,3,32,5.644444444444445,0.6241474574807909,False
GO_0044614_C_nuclear_pore_cytoplasmic_filaments,7,9,0.42857142857142855,2,4,2.5714285714285716,1.0,False
GO_0008802_F_betaine-aldehyde_dehydrogenase_NAD_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000148_C_1_3-beta-D-glucan_synthase_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0006397_P_mRNA_processing,11,8,0.14545454545454545,4,4,1.4545454545454546,0.0,False
GO_0006367_P_transcription_initiation_at_RNA_polymerase_II_promoter,12,66,1.0,1,12,11.0,1.0,True
GO_0016602_C_CCAAT-binding_factor_complex,5,10,1.0,1,5,4.0,1.0,True
GO_0042176_P_regulation_of_protein_catabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0005049_F_nuclear_export_signal_receptor_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0071540_C_eukaryotic_translation_initiation_factor_3_complex_eIF3e,5,10,1.0,1,5,4.0,1.0,True
GO_0006335_P_DNA_replication-dependent_chromatin_assembly,4,4,0.6666666666666666,1,4,2.0,0.5833333333333334,False
GO_0033185_C_dolichol-phosphate-mannose_synthase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0008692_F_3-hydroxybutyryl-CoA_epimerase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0015205_F_nucleobase_transmembrane_transporter_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0045893_P_positive_regulation_of_DNA-templated_transcription,23,25,0.09881422924901186,5,10,2.1739130434782608,0.3700828157349897,False
GO_0008918_F_lipopolysaccharide_3-alpha-galactosyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0043001_P_Golgi_to_plasma_membrane_protein_transport,8,10,0.35714285714285715,1,8,2.5,0.29166666666666663,False
GO_0051028_P_mRNA_transport,7,9,0.42857142857142855,1,7,2.5714285714285716,0.4714285714285714,False
GO_0000932_C_P-body,19,61,0.3567251461988304,2,16,6.421052631578948,0.8027113237639554,False
GO_0005247_F_voltage-gated_chloride_channel_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009271_P_phage_shock,2,1,1.0,1,2,1.0,0.0,True
GO_0019629_P_propionate_catabolic_process_2-methylcitrate_cycle,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0002189_C_ribose_phosphate_diphosphokinase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0050136_F_NADH_ubiquinone_reductase_non-electrogenic_activity,8,21,0.75,1,8,5.25,0.875,False
GO_0030688_C_preribosome_small_subunit_precursor,9,26,0.7222222222222222,1,9,5.777777777777778,0.8560846560846561,False
GO_0022900_P_electron_transport_chain,8,16,0.5714285714285714,1,8,4.0,0.85,False
GO_0055129_P_L-proline_biosynthetic_process,10,17,0.37777777777777777,2,7,3.4,0.8666666666666666,False
GO_0032266_F_phosphatidylinositol-3-phosphate_binding,7,7,0.3333333333333333,1,7,2.0,0.19047619047619047,False
GO_1904423_C_dehydrodolichyl_diphosphate_synthase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0140662_F_ATP-dependent_protein_folding_chaperone,22,87,0.37662337662337664,2,16,7.909090909090909,0.7775489661853296,False
GO_0015232_F_heme_transmembrane_transporter_activity,5,3,0.3,2,3,1.2,0.0,False
GO_0016709_F_oxidoreductase_activity_acting_on_paired_donors_with_incorporation_or_reduction_of_molecular_oxygen_NAD_P_H_as_one_donor_and_incorporation_of_one_atom_of_oxygen,2,1,1.0,1,2,1.0,0.0,True
GO_0007130_P_synaptonemal_complex_assembly,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0009486_F_cytochrome_bo3_ubiquinol_oxidase_activity,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0008726_F_alkanesulfonate_monooxygenase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0018104_P_peptidoglycan-protein_cross-linking,2,1,1.0,1,2,1.0,0.0,True
GO_0031261_C_DNA_replication_preinitiation_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0043842_F_Kdo_transferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0045283_C_fumarate_reductase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0000270_P_peptidoglycan_metabolic_process,6,7,0.4666666666666667,1,6,2.3333333333333335,0.5,False
GO_0004826_F_phenylalanine-tRNA_ligase_activity,5,4,0.4,2,3,1.6,0.6,False
GO_0005345_F_purine_nucleobase_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008381_F_mechanosensitive_monoatomic_ion_channel_activity,6,11,0.7333333333333333,1,6,3.6666666666666665,0.7666666666666666,False
GO_0032126_C_eisosome,5,7,0.7,1,5,2.8,0.7,False
GO_0032012_P_regulation_of_ARF_protein_signal_transduction,2,1,1.0,1,2,1.0,0.0,True
GO_1904680_F_peptide_transmembrane_transporter_activity,8,12,0.42857142857142855,2,6,3.0,0.575,False
GO_0006950_P_response_to_stress,15,16,0.1523809523809524,4,8,2.1333333333333333,0.5422222222222222,False
GO_0046653_P_tetrahydrofolate_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0140861_P_DNA_repair-dependent_chromatin_remodeling,2,1,1.0,1,2,1.0,0.0,True
GO_0045821_P_positive_regulation_of_glycolytic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0005739_C_mitochondrion,169,761,0.053606649760495916,2,166,9.005917159763314,0.3860889881084278,False
GO_0031298_C_replication_fork_protection_complex,8,28,1.0,1,8,7.0,1.0,True
GO_0030544_F_Hsp70_protein_binding,5,4,0.4,1,5,1.6,0.0,False
GO_0047475_F_phenylacetate-CoA_ligase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030026_P_intracellular_manganese_ion_homeostasis,2,1,1.0,1,2,1.0,0.0,True
GO_0016743_F_carboxyl-_or_carbamoyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0007091_P_metaphase_anaphase_transition_of_mitotic_cell_cycle,2,1,1.0,1,2,1.0,0.0,True
GO_0019433_P_triglyceride_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0008541_C_proteasome_regulatory_particle_lid_subcomplex,6,15,1.0,1,6,5.0,1.0,True
GO_0008927_F_mannonate_dehydratase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000014_F_single-stranded_DNA_endodeoxyribonuclease_activity,4,4,0.6666666666666666,1,4,2.0,0.5833333333333334,False
GO_0008720_F_D-lactate_dehydrogenase_NAD_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0042162_F_telomeric_DNA_binding,7,10,0.47619047619047616,1,7,2.857142857142857,0.5095238095238095,False
GO_1990758_P_mitotic_sister_chromatid_biorientation,4,6,1.0,1,4,3.0,1.0,True
GO_0031201_C_SNARE_complex,11,55,1.0,1,11,10.0,1.0,True
GO_0009298_P_GDP-mannose_biosynthetic_process,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0016560_P_protein_import_into_peroxisome_matrix_docking,4,6,1.0,1,4,3.0,1.0,True
GO_0050291_F_sphingosine_N-acyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0032865_C_ERMES_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0019353_P_protoporphyrinogen_IX_biosynthetic_process_from_glutamate,2,1,1.0,1,2,1.0,0.0,True
GO_1901381_P_positive_regulation_of_potassium_ion_transmembrane_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0009432_P_SOS_response,22,146,0.6320346320346321,1,22,13.272727272727273,0.8522796647796649,False
GO_0050002_F_D-proline_reductase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0048001_F_erythrose-4-phosphate_dehydrogenase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008233_F_peptidase_activity,18,30,0.19607843137254902,2,15,3.3333333333333335,0.6117283950617284,False
GO_0003689_F_DNA_clamp_loader_activity,5,10,1.0,1,5,4.0,1.0,True
GO_0016740_F_transferase_activity,44,114,0.12050739957716702,6,29,5.181818181818182,0.5451223019404837,False
GO_0007186_P_G_protein-coupled_receptor_signaling_pathway,4,6,1.0,1,4,3.0,1.0,True
GO_0015417_F_ABC-type_polyamine_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006121_P_mitochondrial_electron_transport_succinate_to_ubiquinone,5,7,0.7,1,5,2.8,0.7,False
GO_0097588_P_archaeal_or_bacterial-type_flagellum-dependent_cell_motility,3,3,1.0,1,3,2.0,1.0,True
GO_0009051_P_pentose-phosphate_shunt_oxidative_branch,5,4,0.4,2,3,1.6,0.6,False
GO_0030964_C_NADH_dehydrogenase_complex,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0007015_P_actin_filament_organization,17,33,0.2426470588235294,2,11,3.8823529411764706,0.5738095238095238,False
GO_0010142_P_farnesyl_diphosphate_biosynthetic_process_mevalonate_pathway,3,3,1.0,1,3,2.0,1.0,True
GO_0047184_F_1-acylglycerophosphocholine_O-acyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0031460_P_glycine_betaine_transport,14,24,0.26373626373626374,3,8,3.4285714285714284,0.6384353741496598,False
GO_0005681_C_spliceosomal_complex,7,10,0.47619047619047616,1,7,2.857142857142857,0.7000000000000001,False
GO_0060258_P_negative_regulation_of_filamentous_growth,13,23,0.2948717948717949,1,13,3.5384615384615383,0.7426739926739927,False
GO_0060090_F_molecular_adaptor_activity,12,24,0.36363636363636365,3,7,4.0,0.5833333333333334,False
GO_0000220_C_vacuolar_proton-transporting_V-type_ATPase_V0_domain,4,6,1.0,1,4,3.0,1.0,True
GO_0009361_C_succinate-CoA_ligase_complex_ADP-forming_,2,1,1.0,1,2,1.0,0.0,True
GO_0000281_P_mitotic_cytokinesis,5,4,0.4,2,3,1.6,0.6,False
GO_0016151_F_nickel_cation_binding,14,31,0.34065934065934067,1,14,4.428571428571429,0.6258503401360543,False
GO_0008199_F_ferric_iron_binding,7,6,0.2857142857142857,2,4,1.7142857142857142,0.42857142857142855,False
GO_0000479_P_endonucleolytic_cleavage_of_tricistronic_rRNA_transcript_SSU-rRNA_5.8S_rRNA_LSU-rRNA_,2,1,1.0,1,2,1.0,0.0,True
GO_0006637_P_acyl-CoA_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006057_P_mannoprotein_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0070628_F_proteasome_binding,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0009330_C_DNA_topoisomerase_type_II_double_strand_cut_ATP-hydrolyzing_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0030692_C_Noc4p-Nop14p_complex,2,1,1.0,1,2,1.0,0.0,True
GO_1902626_P_assembly_of_large_subunit_precursor_of_preribosome,5,4,0.4,2,3,1.6,0.6,False
GO_0003994_F_aconitate_hydratase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0042134_F_rRNA_primary_transcript_binding,5,6,0.6,1,5,2.4,0.5333333333333333,False
GO_2001209_P_positive_regulation_of_transcription_elongation_by_RNA_polymerase_I,2,1,1.0,1,2,1.0,0.0,True
GO_0005871_C_kinesin_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0042542_P_response_to_hydrogen_peroxide,5,3,0.3,2,3,1.2,0.0,False
GO_0006559_P_L-phenylalanine_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0002151_F_G-quadruplex_RNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0004332_F_fructose-bisphosphate_aldolase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000028_P_ribosomal_small_subunit_assembly,16,42,0.35,2,9,5.25,0.7455357142857142,False
GO_0097320_P_plasma_membrane_tubulation,3,3,1.0,1,3,2.0,1.0,True
GO_0006535_P_cysteine_biosynthetic_process_from_serine,5,7,0.7,1,5,2.8,0.7666666666666666,False
GO_0032299_C_ribonuclease_H2_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0030007_P_intracellular_potassium_ion_homeostasis,3,3,1.0,1,3,2.0,1.0,True
GO_0071957_C_old_mitotic_spindle_pole_body,3,3,1.0,1,3,2.0,1.0,True
GO_0005935_C_cellular_bud_neck,45,216,0.21818181818181817,1,45,9.6,0.5629695387827933,False
GO_0031011_C_Ino80_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0005304_F_L-valine_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0034386_F_4-aminobutyrate_2-oxoglutarate_transaminase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0046690_P_response_to_tellurium_ion,2,1,1.0,1,2,1.0,0.0,True
GO_0006164_P_purine_nucleotide_biosynthetic_process,11,17,0.3090909090909091,2,6,3.090909090909091,0.8121212121212121,False
GO_0097347_C_TAM_protein_secretion_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0008686_F_3_4-dihydroxy-2-butanone-4-phosphate_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006874_P_intracellular_calcium_ion_homeostasis,8,16,0.5714285714285714,1,8,4.0,0.6410714285714286,False
GO_0042823_P_pyridoxal_phosphate_biosynthetic_process,7,4,0.19047619047619047,3,3,1.1428571428571428,0.0,False
GO_0006426_P_glycyl-tRNA_aminoacylation,2,1,1.0,1,2,1.0,0.0,True
GO_0005576_C_extracellular_region,177,711,0.04564714946070878,7,148,8.033898305084746,0.3536722456897469,False
GO_0015078_F_proton_transmembrane_transporter_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0006030_P_chitin_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006241_P_CTP_biosynthetic_process,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0006754_P_ATP_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0140469_P_GCN2-mediated_signaling,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0009922_F_fatty_acid_elongase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006739_P_NADP_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0004764_F_shikimate_3-dehydrogenase_NADP_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0016586_C_RSC-type_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0045252_C_oxoglutarate_dehydrogenase_complex,5,4,0.4,2,3,1.6,0.6,False
GO_0000183_P_rDNA_heterochromatin_formation,7,12,0.5714285714285714,1,7,3.4285714285714284,0.7952380952380952,False
GO_0016530_F_metallochaperone_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0043335_P_protein_unfolding,7,5,0.23809523809523808,3,3,1.4285714285714286,0.42857142857142855,False
GO_0009350_C_ethanolamine_ammonia-lyase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0003843_F_1_3-beta-D-glucan_synthase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0031080_C_nuclear_pore_outer_ring,4,6,1.0,1,4,3.0,1.0,True
GO_0030490_P_maturation_of_SSU-rRNA,9,14,0.3888888888888889,1,9,3.111111111111111,0.5777777777777778,False
GO_0070651_P_nonfunctional_rRNA_decay,7,6,0.2857142857142857,2,4,1.7142857142857142,0.0,False
GO_0008234_F_cysteine-type_peptidase_activity,5,5,0.5,1,5,2.0,0.4333333333333334,False
GO_0019933_P_cAMP-mediated_signaling,4,6,1.0,1,4,3.0,1.0,True
GO_0005977_P_glycogen_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_1990508_C_CKM_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0042144_P_vacuole_fusion_non-autophagic,9,13,0.3611111111111111,2,7,2.888888888888889,0.5185185185185186,False
GO_0000155_F_phosphorelay_sensor_kinase_activity,45,156,0.15757575757575756,2,43,6.933333333333334,0.4809025697002993,False
GO_0000794_C_condensed_nuclear_chromosome,5,7,0.7,1,5,2.8,0.7,False
GO_0030313_C_cell_envelope,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0044403_P_biological_process_involved_in_symbiotic_interaction,12,33,0.5,1,12,5.5,0.873015873015873,False
GO_0072344_P_rescue_of_stalled_ribosome,5,3,0.3,2,3,1.2,0.0,False
GO_0006890_P_retrograde_vesicle-mediated_transport_Golgi_to_endoplasmic_reticulum,8,22,0.7857142857142857,1,8,5.5,0.8392857142857143,False
GO_0016998_P_cell_wall_macromolecule_catabolic_process,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0030154_P_cell_differentiation,2,1,1.0,1,2,1.0,0.0,True
GO_0046579_P_positive_regulation_of_Ras_protein_signal_transduction,2,1,1.0,1,2,1.0,0.0,True
GO_0015297_F_antiporter_activity,13,13,0.16666666666666666,2,9,2.0,0.2948717948717948,False
GO_0046081_P_dUTP_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0004707_F_MAP_kinase_activity,4,4,0.6666666666666666,1,4,2.0,0.0,False
